time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-27 00:00:00+00:00,101,44,326,164
2026-03-28 00:00:00+00:00,101,46,151,72
2026-03-29 00:00:00+00:00,111,43,130,70
2026-03-30 00:00:00+00:00,111,65,398,201
2026-03-31 00:00:00+00:00,103,50,385,160
2026-04-01 00:00:00+00:00,202,75,571,159
2026-04-02 00:00:00+00:00,107,50,582,138
2026-04-03 00:00:00+00:00,108,46,199,104
2026-04-04 00:00:00+00:00,121,52,145,69
2026-04-05 00:00:00+00:00,106,40,94,49
2026-04-06 00:00:00+00:00,95,36,230,96
2026-04-07 00:00:00+00:00,101,43,370,174
2026-04-08 00:00:00+00:00,98,43,312,147
2026-04-09 00:00:00+00:00,103,41,314,166
