time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-23 00:00:00+00:00,1.0,1.0,475,108
2024-07-24 00:00:00+00:00,1.0,1.0,193,76
2024-07-25 00:00:00+00:00,10.0,4.0,360,93
2024-07-26 00:00:00+00:00,3.0,3.0,261,92
2024-07-27 00:00:00+00:00,3.0,3.0,93,27
2024-07-28 00:00:00+00:00,7.0,2.0,83,38
2024-07-29 00:00:00+00:00,1.0,1.0,375,85
2024-07-30 00:00:00+00:00,,,400,103
2024-07-31 00:00:00+00:00,4.0,4.0,415,103
2024-08-01 00:00:00+00:00,16.0,5.0,426,114
2024-08-02 00:00:00+00:00,3.0,2.0,804,68
2024-08-03 00:00:00+00:00,,,91,21
2024-08-04 00:00:00+00:00,1.0,1.0,139,26
2024-08-05 00:00:00+00:00,15.0,4.0,168,71
