time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,15,6,339,91
2025-05-27 00:00:00+00:00,28,9,240,84
2025-05-28 00:00:00+00:00,6,6,353,128
2025-05-29 00:00:00+00:00,2,2,238,111
2025-05-30 00:00:00+00:00,20,5,403,122
2025-05-31 00:00:00+00:00,2,2,85,45
2025-06-01 00:00:00+00:00,7,4,72,41
2025-06-02 00:00:00+00:00,4,3,272,118
2025-06-03 00:00:00+00:00,8,6,351,129
2025-06-04 00:00:00+00:00,6,6,426,159
2025-06-05 00:00:00+00:00,5,3,331,143
2025-06-06 00:00:00+00:00,41,8,360,116
2025-06-07 00:00:00+00:00,10,5,58,36
2025-06-08 00:00:00+00:00,1,1,134,50
