time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-30 00:00:00+00:00,35,11,585,105
2024-05-31 00:00:00+00:00,15,10,326,103
2024-06-01 00:00:00+00:00,8,4,133,36
2024-06-02 00:00:00+00:00,5,5,135,40
2024-06-03 00:00:00+00:00,13,9,360,95
2024-06-04 00:00:00+00:00,109,9,616,116
2024-06-05 00:00:00+00:00,10,7,428,111
2024-06-06 00:00:00+00:00,20,6,362,102
2024-06-07 00:00:00+00:00,8,6,454,101
2024-06-08 00:00:00+00:00,9,5,99,24
2024-06-09 00:00:00+00:00,1,1,118,30
2024-06-10 00:00:00+00:00,15,9,392,104
2024-06-11 00:00:00+00:00,18,9,559,123
2024-06-12 00:00:00+00:00,16,8,458,109
