time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-19 00:00:00+00:00,6,6,157,50
2025-07-20 00:00:00+00:00,3,3,66,33
2025-07-21 00:00:00+00:00,8,8,274,128
2025-07-22 00:00:00+00:00,6,5,367,160
2025-07-23 00:00:00+00:00,12,11,426,145
2025-07-24 00:00:00+00:00,12,11,317,132
2025-07-25 00:00:00+00:00,4,4,291,115
2025-07-26 00:00:00+00:00,1,1,126,45
2025-07-27 00:00:00+00:00,4,4,147,31
2025-07-28 00:00:00+00:00,11,6,311,118
2025-07-29 00:00:00+00:00,10,10,498,131
2025-07-30 00:00:00+00:00,8,7,290,124
2025-07-31 00:00:00+00:00,10,10,450,129
2025-08-01 00:00:00+00:00,1,1,257,113
