time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-30 00:00:00+00:00,4,4,93,52
2025-12-01 00:00:00+00:00,55,19,288,129
2025-12-02 00:00:00+00:00,34,12,269,121
2025-12-03 00:00:00+00:00,109,32,334,122
2025-12-04 00:00:00+00:00,39,5,352,145
2025-12-05 00:00:00+00:00,20,15,269,117
2025-12-06 00:00:00+00:00,9,5,128,54
2025-12-07 00:00:00+00:00,12,6,149,45
2025-12-08 00:00:00+00:00,40,17,359,149
2025-12-09 00:00:00+00:00,18,10,412,152
2025-12-10 00:00:00+00:00,7,5,358,135
2025-12-11 00:00:00+00:00,63,19,358,129
2025-12-12 00:00:00+00:00,13,9,280,122
2025-12-13 00:00:00+00:00,1,1,150,54
