time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,117,46,405,160
2026-04-17 00:00:00+00:00,89,38,269,124
2026-04-18 00:00:00+00:00,111,49,122,67
2026-04-19 00:00:00+00:00,219,90,127,61
2026-04-20 00:00:00+00:00,139,65,389,159
2026-04-21 00:00:00+00:00,144,60,327,152
2026-04-22 00:00:00+00:00,138,59,432,179
2026-04-23 00:00:00+00:00,193,83,456,170
2026-04-24 00:00:00+00:00,140,64,336,133
2026-04-25 00:00:00+00:00,171,69,140,64
2026-04-26 00:00:00+00:00,109,43,123,59
2026-04-27 00:00:00+00:00,104,42,338,145
2026-04-28 00:00:00+00:00,143,58,303,142
2026-04-29 00:00:00+00:00,97,45,259,135
