time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-01 00:00:00+00:00,12,7,260,80
2025-05-02 00:00:00+00:00,104,10,300,73
2025-05-03 00:00:00+00:00,12,7,104,41
2025-05-04 00:00:00+00:00,6,4,147,55
2025-05-05 00:00:00+00:00,3,2,191,77
2025-05-06 00:00:00+00:00,31,7,284,105
2025-05-07 00:00:00+00:00,30,9,279,120
2025-05-08 00:00:00+00:00,7,5,473,129
2025-05-09 00:00:00+00:00,27,7,294,116
2025-05-10 00:00:00+00:00,19,8,114,52
2025-05-11 00:00:00+00:00,6,4,112,40
2025-05-12 00:00:00+00:00,5,5,334,113
2025-05-13 00:00:00+00:00,14,8,427,135
2025-05-14 00:00:00+00:00,8,7,459,147
