time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-03 00:00:00+00:00,43,7,325,106
2024-12-04 00:00:00+00:00,17,7,496,148
2024-12-05 00:00:00+00:00,47,3,414,135
2024-12-06 00:00:00+00:00,31,5,353,86
2024-12-07 00:00:00+00:00,7,6,210,47
2024-12-08 00:00:00+00:00,2,1,125,41
2024-12-09 00:00:00+00:00,9,3,341,120
2024-12-10 00:00:00+00:00,38,7,397,125
2024-12-11 00:00:00+00:00,13,5,341,136
2024-12-12 00:00:00+00:00,49,4,359,109
2024-12-13 00:00:00+00:00,43,3,321,85
2024-12-14 00:00:00+00:00,1,1,79,30
2024-12-15 00:00:00+00:00,11,2,91,32
2024-12-16 00:00:00+00:00,13,5,344,96
