time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,15,5,266,110
2025-09-09 00:00:00+00:00,6,3,378,145
2025-09-10 00:00:00+00:00,13,11,336,132
2025-09-11 00:00:00+00:00,6,6,359,129
2025-09-12 00:00:00+00:00,9,7,306,128
2025-09-13 00:00:00+00:00,1,1,89,50
2025-09-14 00:00:00+00:00,2,2,47,28
2025-09-15 00:00:00+00:00,10,8,327,130
2025-09-16 00:00:00+00:00,15,6,301,121
2025-09-17 00:00:00+00:00,16,13,377,131
2025-09-18 00:00:00+00:00,4,4,344,140
2025-09-19 00:00:00+00:00,10,8,427,106
2025-09-20 00:00:00+00:00,8,6,96,38
2025-09-21 00:00:00+00:00,5,5,86,39
