time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,13,4,357,115
2025-10-08 00:00:00+00:00,10,6,205,96
2025-10-09 00:00:00+00:00,8,7,325,127
2025-10-10 00:00:00+00:00,7,7,252,106
2025-10-11 00:00:00+00:00,9,9,125,60
2025-10-12 00:00:00+00:00,7,7,128,52
2025-10-13 00:00:00+00:00,5,4,199,108
2025-10-14 00:00:00+00:00,28,11,242,113
2025-10-15 00:00:00+00:00,23,15,342,141
2025-10-16 00:00:00+00:00,6,6,330,133
2025-10-17 00:00:00+00:00,12,6,280,142
2025-10-18 00:00:00+00:00,20,6,91,47
2025-10-19 00:00:00+00:00,11,5,195,78
2025-10-20 00:00:00+00:00,15,3,461,130
